order_id,order_date,ship_date,ship_mode,order_priority,customer_id
ES-2012-5967582,2022-05-28,2022-05-31,First Class,Critical,CK-12205
ES-2013-1215823,2023-08-17,2023-08-20,Second Class,Critical,JD-16150
UP-2011-5440,2021-06-03,2021-06-05,First Class,Critical,CC-2550
IT-2011-1646767,2021-07-14,2021-07-15,First Class,Critical,MS-17830
CA-2011-122931,2021-09-29,2021-10-03,Standard Class,High,SM-20950
ES-2011-3805636,2021-10-17,2021-10-24,Standard Class,Low,GT-14710
IN-2011-40155,2021-11-14,2021-11-20,Standard Class,Medium,CL-12700
ES-2014-5084020,2024-07-14,2024-07-18,Second Class,High,MM-17920
MX-2014-108532,2024-06-03,2024-06-05,First Class,High,CM-12160
IN-2014-74847,2024-12-15,2024-12-17,Second Class,High,DB-13060
MZ-2014-140,2024-06-28,2024-06-28,Same Day,Critical,JW-5220
US-2014-154487,2024-12-20,2024-12-24,Standard Class,High,BN-11470
IN-2012-72964,2022-02-06,2022-02-09,First Class,Critical,JC-15775
MX-2011-146584,2021-01-21,2021-01-27,Standard Class,Low,HL-15040
MX-2012-144848,2022-08-03,2022-08-05,First Class,Medium,LH-16900
ID-2014-27163,2024-10-27,2024-10-31,Second Class,High,DV-13045
IN-2012-26274,2022-02-27,2022-03-04,Standard Class,Medium,BT-11530
IR-2012-660,2022-06-11,2022-06-12,First Class,Critical,BM-1650
IN-2011-44901,2021-02-23,2021-02-26,First Class,High,MG-18205
CA-2014-152975,2024-09-15,2024-09-17,First Class,High,RB-19705
MX-2013-123463,2023-07-20,2023-07-27,Standard Class,Low,FC-14245
MX-2013-165064,2023-03-29,2023-04-01,Second Class,High,TT-21220
IN-2014-48261,2024-10-23,2024-10-25,First Class,Critical,CY-12745
MX-2014-126711,2024-06-24,2024-06-26,Second Class,High,SJ-20215
MX-2013-141474,2023-10-30,2023-11-05,Standard Class,Low,PB-18805
IN-2013-20177,2023-05-04,2023-05-06,First Class,High,RW-19690
CA-2014-141733,2024-05-08,2024-05-12,Standard Class,High,RW-19540
ZA-2011-8980,2021-09-08,2021-09-10,Second Class,Critical,DB-3360
ES-2012-2183106,2022-04-22,2022-04-26,Standard Class,Medium,DK-13150
SF-2013-9730,2023-10-30,2023-11-04,Second Class,High,RW-9540
IN-2011-74490,2021-04-16,2021-04-17,First Class,High,PS-19045
CA-2012-102281,2022-10-12,2022-10-14,First Class,Critical,MP-17470
CA-2014-120138,2024-05-26,2024-05-26,Same Day,Critical,TB-21625
IN-2014-10979,2024-10-31,2024-11-04,Standard Class,Medium,MO-17800
IN-2013-72740,2023-04-12,2023-04-14,First Class,Critical,NF-18475
IN-2013-15277,2023-11-11,2023-11-11,Same Day,Critical,MR-17545
IT-2012-2619984,2022-10-13,2022-10-17,Standard Class,High,CB-12415
ID-2012-81056,2022-10-13,2022-10-16,Second Class,Critical,LC-17050
IN-2014-27303,2024-01-30,2024-02-03,Standard Class,High,RA-19885
CG-2012-6760,2022-10-12,2022-10-16,Second Class,Medium,MG-8145
CA-2013-114489,2023-12-06,2023-12-10,Standard Class,High,JE-16165
CA-2014-160885,2024-12-03,2024-12-07,Standard Class,High,JK-16090
ID-2013-69345,2023-09-19,2023-09-23,Standard Class,High,EM-13960
MX-2012-122756,2022-12-31,2023-01-05,Standard Class,High,DJ-13420
ES-2014-4107155,2024-12-29,2024-12-31,Second Class,High,CD-11920
MX-2013-147844,2023-11-15,2023-11-19,Standard Class,High,BO-11425
CA-2011-116246,2021-09-12,2021-09-17,Second Class,Medium,LW-17215
CA-2014-143686,2024-05-15,2024-05-15,Same Day,High,PJ-19015
ID-2014-27765,2024-09-08,2024-09-11,First Class,Medium,KM-16720
ES-2013-5135305,2023-06-17,2023-06-19,First Class,High,SV-20785
MX-2011-131478,2021-12-08,2021-12-08,Same Day,High,BG-11695
IN-2014-57837,2024-09-19,2024-09-21,Second Class,High,CS-12130
CA-2013-133711,2023-11-27,2023-11-30,First Class,Medium,MC-17425
IZ-2014-7800,2024-02-10,2024-02-14,Standard Class,High,BD-1635
ES-2014-1107818,2024-02-08,2024-02-11,First Class,High,RF-19345
ID-2013-60896,2023-08-05,2023-08-07,First Class,Critical,JE-16165
IR-2014-890,2024-04-15,2024-04-18,First Class,Critical,MG-7680
CA-2011-163223,2021-03-21,2021-03-25,Standard Class,Medium,KH-16690
IN-2014-16887,2024-05-05,2024-05-07,Second Class,High,CC-12475
ES-2013-1525878,2023-11-04,2023-11-06,Second Class,Critical,LT-16765
ES-2014-3691479,2024-06-10,2024-06-12,First Class,Medium,FH-14365
ES-2012-3533091,2022-08-31,2022-09-02,Second Class,Critical,BF-10975
IN-2013-72390,2023-06-20,2023-06-22,Second Class,Critical,CJ-12010
HU-2014-960,2024-08-23,2024-08-28,Standard Class,Medium,SH-9975
US-2012-110436,2022-05-28,2022-05-29,First Class,Critical,SL-20155
LI-2014-5380,2024-05-19,2024-05-21,Second Class,Critical,NC-8340
SF-2013-8920,2023-04-29,2023-04-30,First Class,Critical,JB-5400
MX-2014-117051,2024-10-12,2024-10-15,First Class,High,TB-21250
MX-2014-133830,2024-04-15,2024-04-17,First Class,Critical,PS-18970
ES-2014-3540255,2024-11-28,2024-12-03,Standard Class,High,BB-11545
GG-2012-8530,2022-05-11,2022-05-13,Second Class,High,SG-10470
IN-2013-60546,2023-06-18,2023-06-24,Standard Class,Medium,SP-20920
IN-2012-44278,2022-05-04,2022-05-06,Second Class,High,NZ-18565
IN-2011-35178,2021-11-11,2021-11-15,Standard Class,Medium,Dp-13240
ES-2014-2421154,2024-12-24,2024-12-24,Same Day,Medium,GZ-14470
MX-2014-123512,2024-05-15,2024-05-19,Standard Class,High,AH-10075
PL-2014-9210,2024-12-09,2024-12-12,First Class,High,CB-2025
IN-2011-43375,2021-12-07,2021-12-11,Standard Class,High,SC-20050
IT-2013-4559122,2023-09-10,2023-09-15,Second Class,Medium,AM-10705
AL-2011-7440,2021-03-03,2021-03-05,Second Class,High,SC-10230
ID-2012-39903,2022-01-02,2022-01-06,Standard Class,High,JS-15595
ID-2012-48639,2022-10-30,2022-11-03,Standard Class,Medium,BS-11380
IN-2013-42864,2023-11-19,2023-11-19,Same Day,High,TC-21295
RS-2013-7430,2023-08-15,2023-08-17,Second Class,Medium,JL-5130
IN-2013-41975,2023-06-08,2023-06-08,Same Day,High,Dp-13240
IN-2014-78725,2024-10-02,2024-10-06,Standard Class,High,NF-18385
ES-2014-4089082,2024-02-27,2024-03-03,Standard Class,High,AS-10090
IN-2013-11938,2023-10-31,2023-11-04,Standard Class,Medium,EL-13735
IN-2013-34170,2023-12-18,2023-12-25,Standard Class,Medium,FH-14275
IN-2014-53427,2024-05-09,2024-05-15,Standard Class,Low,LT-16765
IN-2014-41786,2024-07-04,2024-07-08,Standard Class,Medium,BN-11470
ES-2012-1691714,2022-05-17,2022-05-21,Standard Class,High,BP-11230
IN-2011-51740,2021-08-03,2021-08-06,Second Class,Critical,DM-13525
CA-2013-107783,2023-07-29,2023-07-30,First Class,High,OT-18730
CD-2013-4900,2023-02-14,2023-02-16,Second Class,Critical,SM-10320
IN-2012-63787,2022-05-23,2022-05-23,Same Day,Critical,PM-19135
MW-2014-7130,2024-08-04,2024-08-09,Second Class,Medium,TS-11430
MX-2013-147690,2023-11-13,2023-11-18,Standard Class,High,TS-21340
IN-2014-34317,2024-02-12,2024-02-14,Second Class,Medium,AM-10705
MX-2014-127005,2024-11-11,2024-11-14,First Class,Critical,LS-17245
IN-2013-26519,2023-03-30,2023-04-01,First Class,Medium,DR-12940
CA-2013-1260,2023-08-24,2023-08-26,Second Class,Medium,DW-3480
CA-2014-123967,2024-11-02,2024-11-04,Second Class,Medium,SF-20200
IN-2013-57914,2023-08-19,2023-08-21,Second Class,Medium,CM-11815
ES-2014-2598901,2024-05-29,2024-05-31,Second Class,Critical,FG-14260
IR-2012-1470,2022-08-22,2022-08-29,Standard Class,Low,KN-6705
WA-2014-7260,2024-07-05,2024-07-05,Same Day,High,TB-11520
IT-2012-2093927,2022-03-14,2022-03-17,First Class,High,GM-14440
CA-2014-113418,2024-10-02,2024-10-04,First Class,High,CM-12655
MX-2014-167325,2024-09-16,2024-09-18,First Class,High,JB-15400
IN-2014-68057,2024-08-07,2024-08-12,Standard Class,Medium,JS-16030
IN-2013-16999,2023-09-09,2023-09-09,Same Day,High,AM-10705
MX-2014-139164,2024-09-08,2024-09-11,First Class,Critical,SF-20200
CA-2011-145387,2021-10-31,2021-11-02,Second Class,Medium,AM-10705
MX-2012-131758,2022-10-17,2022-10-21,Standard Class,High,JF-15295
ID-2014-74238,2024-02-17,2024-02-18,First Class,High,KH-16510
IN-2012-27583,2022-02-24,2022-02-28,Standard Class,Medium,DL-13330
IN-2012-56073,2022-12-03,2022-12-10,Standard Class,Medium,KN-16390
IN-2012-37698,2022-12-12,2022-12-14,First Class,Critical,SV-20935
IN-2014-25063,2024-06-16,2024-06-21,Standard Class,High,MD-17860
ES-2012-5420110,2022-12-20,2022-12-22,First Class,High,LS-17200
MX-2014-169313,2024-05-13,2024-05-17,Standard Class,High,JM-15865
CA-2014-158729,2024-12-20,2024-12-22,First Class,High,AC-10450
IN-2014-80286,2024-11-07,2024-11-11,Standard Class,High,CM-12445
IT-2013-3695467,2023-06-10,2023-06-14,Standard Class,Medium,SS-20140
IN-2012-75904,2022-05-10,2022-05-12,First Class,High,BW-11110
IN-2013-71333,2023-09-13,2023-09-13,Same Day,Critical,JE-15610
IN-2013-25560,2023-07-25,2023-07-28,First Class,Medium,GH-14425
IN-2014-25847,2024-10-11,2024-10-14,Second Class,High,JK-16090
MX-2011-125045,2021-11-22,2021-11-25,First Class,Critical,SM-20320
CA-2013-128818,2023-05-08,2023-05-12,Standard Class,Medium,CJ-12010
US-2014-168046,2024-10-25,2024-10-25,Same Day,Critical,GR-14560
US-2012-100377,2022-08-28,2022-09-01,Standard Class,Medium,TS-21370
MA-2013-1850,2023-10-14,2023-10-15,First Class,Critical,DH-3675
RS-2011-3350,2021-02-14,2021-02-16,Second Class,Critical,MM-8280
IR-2011-7220,2021-03-11,2021-03-13,Second Class,Critical,PM-9135
IN-2012-50207,2022-08-03,2022-08-08,Standard Class,High,GH-14425
ID-2012-17601,2022-12-20,2022-12-23,First Class,Critical,JM-15865
ES-2012-2224678,2022-08-03,2022-08-07,Standard Class,High,CM-12115
IN-2012-50788,2022-06-20,2022-06-22,First Class,High,SC-20845
MO-2013-60,2023-02-08,2023-02-09,First Class,Critical,GP-4740
ES-2011-5752766,2021-09-28,2021-10-03,Standard Class,Medium,AF-10870
IT-2012-5541212,2022-06-23,2022-06-26,Second Class,High,TS-21505
MX-2013-148453,2023-12-20,2023-12-22,First Class,Medium,CR-12730
ID-2011-66475,2021-08-29,2021-09-05,Standard Class,Low,BM-11575
ES-2014-5295631,2024-07-18,2024-07-18,Same Day,Critical,AH-10030
IN-2011-76758,2021-12-06,2021-12-13,Standard Class,Medium,AG-10495
ES-2014-1015287,2024-04-16,2024-04-16,Same Day,Critical,BN-11470
CA-2014-136308,2024-11-17,2024-11-17,Same Day,High,MW-18235
AU-2011-0,2021-09-02,2021-09-02,Same Day,Critical,AG-675
ES-2013-2003988,2023-08-01,2023-08-02,First Class,High,SW-20755
ES-2014-1356130,2024-08-06,2024-08-07,First Class,Critical,SK-19990
IN-2014-34632,2024-11-20,2024-11-23,First Class,Medium,MP-18175
MX-2012-111178,2022-05-04,2022-05-09,Standard Class,Medium,AG-10900
MO-2012-100,2022-08-27,2022-08-31,Standard Class,High,AJ-960
UP-2013-910,2023-12-24,2023-12-29,Second Class,Medium,MC-7275
IT-2013-2494403,2023-01-29,2023-01-31,Second Class,High,JF-15295
CA-2013-162236,2023-11-05,2023-11-07,Second Class,Critical,ER-13855
IN-2012-44068,2022-11-30,2022-12-04,Second Class,High,EJ-13720
MX-2013-137330,2023-05-21,2023-05-23,Second Class,High,MS-17365
CA-2011-108609,2021-10-31,2021-11-02,Second Class,Critical,AJ-10780
ES-2014-1393638,2024-06-27,2024-06-28,First Class,Medium,DH-13675
CA-2011-164973,2021-11-04,2021-11-09,Standard Class,High,NM-18445
MX-2013-105585,2023-07-25,2023-07-28,First Class,Medium,HE-14800
CA-2011-116666,2021-05-08,2021-05-10,First Class,Medium,KT-16480
IN-2011-33183,2021-10-27,2021-10-29,Second Class,Medium,SB-20170
CA-2013-139997,2023-07-02,2023-07-04,First Class,Medium,EM-14140
IN-2012-83471,2022-12-26,2022-12-27,First Class,Critical,VT-21700
US-2012-126214,2022-12-21,2022-12-24,Second Class,High,JS-15880
IN-2012-80391,2022-05-07,2022-05-10,First Class,Medium,BC-11125
IN-2011-19330,2021-01-08,2021-01-12,Second Class,Medium,NF-18595
CA-2013-147256,2023-10-18,2023-10-22,Second Class,High,FC-14245
CA-2012-8790,2022-07-07,2022-07-09,First Class,High,RH-9600
IT-2011-4752666,2021-06-18,2021-06-20,Second Class,High,RB-19330
ES-2012-2287053,2022-01-10,2022-01-11,First Class,Critical,CS-11950
ES-2014-4472745,2024-02-11,2024-02-15,Standard Class,High,BW-11110
CA-2013-155845,2023-08-13,2023-08-16,Second Class,High,CM-12235
IN-2012-53420,2022-04-12,2022-04-14,Second Class,Critical,LW-16825
ES-2014-5474746,2024-01-03,2024-01-04,Same Day,High,RD-19585
CA-2013-110492,2023-02-12,2023-02-14,First Class,Critical,JS-15880
IN-2014-58460,2024-12-13,2024-12-19,Standard Class,Medium,BT-11680
US-2014-102890,2024-07-01,2024-07-01,Same Day,High,SG-20470
CA-2014-141789,2024-10-04,2024-10-07,First Class,Medium,AC-10450
IT-2014-2185471,2024-10-07,2024-10-08,First Class,Critical,TB-21175
UP-2013-1070,2023-06-20,2023-06-24,Standard Class,High,MD-7860
IN-2014-79544,2024-07-11,2024-07-14,First Class,High,JH-16180
ES-2014-3535439,2024-04-24,2024-04-27,Second Class,Medium,CC-12145
MX-2011-134705,2021-05-04,2021-05-08,Standard Class,High,XP-21865
IN-2011-10055,2021-10-06,2021-10-10,Standard Class,Medium,TS-21370
MX-2014-157077,2024-11-12,2024-11-16,Standard Class,High,ML-17410
CA-2014-122490,2024-11-14,2024-11-19,Standard Class,Medium,TT-21070
ES-2013-1706935,2023-04-05,2023-04-08,First Class,Medium,BS-11665
US-2013-126452,2023-08-22,2023-08-29,Standard Class,Low,SC-20230
IT-2014-3335279,2024-07-10,2024-07-14,Second Class,High,CA-11965
IN-2014-78186,2024-10-06,2024-10-12,Standard Class,Medium,QJ-19255
MX-2013-101077,2023-06-01,2023-06-07,Standard Class,Low,RE-19450
SF-2012-9340,2022-08-20,2022-08-22,First Class,Critical,CP-2085
RS-2011-7040,2021-08-30,2021-08-30,Same Day,High,JK-5730
ES-2012-5708011,2022-12-04,2022-12-05,First Class,Critical,HZ-14950
ID-2014-42262,2024-10-13,2024-10-18,Standard Class,High,AR-10570
IT-2013-4354136,2023-12-19,2023-12-21,Second Class,Critical,EH-14005
IN-2012-29130,2022-06-16,2022-06-22,Standard Class,Medium,JR-15700
IN-2013-47071,2023-08-20,2023-08-20,Same Day,Critical,PL-18925
MX-2012-132038,2022-06-21,2022-06-25,Standard Class,High,TC-21145
MX-2012-167892,2022-05-23,2022-05-25,First Class,Medium,DG-13300
ES-2013-4477075,2023-04-30,2023-05-03,First Class,Medium,LW-16990
ES-2012-5168556,2022-06-15,2022-06-15,Same Day,High,Dl-13600
ES-2013-4100927,2023-12-18,2023-12-22,Standard Class,High,SC-20095
CA-2014-131254,2024-11-20,2024-11-22,First Class,High,NC-18415
ID-2014-29032,2024-07-21,2024-07-25,Standard Class,High,EB-13930
US-2014-167402,2024-01-14,2024-01-19,Second Class,Medium,CP-12085
MX-2013-140382,2023-02-26,2023-03-01,First Class,Medium,SM-20005
IT-2011-3410434,2021-11-26,2021-11-30,Standard Class,High,JR-15670
IN-2012-51810,2022-08-20,2022-08-24,Standard Class,Medium,CM-12160
IN-2012-76408,2022-05-24,2022-05-28,Standard Class,High,DL-12925
MX-2011-115686,2021-11-04,2021-11-08,Standard Class,High,FM-14290
IN-2011-17594,2021-09-22,2021-09-27,Second Class,High,DP-13165
IN-2013-85662,2023-10-17,2023-10-19,Second Class,Critical,CK-12595
IN-2013-42269,2023-06-05,2023-06-09,Standard Class,Medium,GM-14440
ES-2013-5114628,2023-05-14,2023-05-16,Second Class,High,CM-11830
CA-2011-126683,2021-09-29,2021-10-01,Second Class,High,PP-18955
CA-2014-167752,2024-01-16,2024-01-19,First Class,High,RW-19690
IN-2013-52552,2023-10-21,2023-10-24,Second Class,Critical,MM-17260
ES-2014-2648154,2024-08-11,2024-08-14,First Class,Critical,ME-17320
MX-2013-115742,2023-05-04,2023-05-08,Standard Class,High,CS-12490
IT-2013-1659438,2023-07-15,2023-07-15,Same Day,Critical,GH-14410
CA-2011-167199,2021-01-07,2021-01-11,Standard Class,High,ME-17320
MX-2014-107181,2024-12-02,2024-12-06,Second Class,Medium,MC-17635
MX-2014-124002,2024-01-08,2024-01-13,Standard Class,Medium,VT-21700
US-2014-165456,2024-12-01,2024-12-04,First Class,Critical,TB-21625
IN-2014-25091,2024-06-27,2024-06-27,Same Day,High,SJ-20215
IN-2011-24832,2021-03-12,2021-03-17,Standard Class,Medium,CD-11920
ID-2013-71522,2023-01-15,2023-01-21,Standard Class,Low,TA-21385
IT-2011-2051710,2021-11-19,2021-11-21,Second Class,Critical,DJ-13420
IN-2012-60126,2022-08-28,2022-09-02,Second Class,Medium,DP-13105
QA-2014-940,2024-12-24,2024-12-28,Standard Class,High,LM-7065
ES-2012-2930191,2022-06-16,2022-06-20,Standard Class,High,AR-10510
IN-2013-50214,2023-07-11,2023-07-15,Standard Class,Medium,JH-15910
IN-2012-33288,2022-05-22,2022-05-25,Second Class,High,PC-19000
ES-2014-2565448,2024-08-05,2024-08-09,Standard Class,High,CM-12235
CG-2014-4630,2024-08-12,2024-08-15,Second Class,Critical,DK-3375
ES-2013-2453999,2023-01-05,2023-01-10,Standard Class,Medium,EG-13900
ID-2014-68183,2024-12-29,2024-12-31,First Class,Medium,AH-10075
IN-2013-48324,2023-02-27,2023-03-04,Standard Class,High,DK-12895
IN-2013-83191,2023-12-16,2023-12-20,Standard Class,Medium,AS-10630
US-2012-158323,2022-07-04,2022-07-04,Same Day,Critical,CL-11890
ES-2012-3552576,2022-08-20,2022-08-24,Standard Class,High,CA-12265
CA-2013-162355,2023-07-01,2023-07-03,Second Class,Critical,PF-19165
ES-2012-5359319,2022-07-03,2022-07-07,Standard Class,High,DB-12970
ES-2014-3182169,2024-11-29,2024-12-04,Standard Class,Medium,PC-19000
IN-2011-52209,2021-04-08,2021-04-13,Standard Class,High,VS-21820
CA-2013-106530,2023-05-09,2023-05-09,Same Day,Critical,CL-12565
US-2013-140158,2023-10-05,2023-10-09,Standard Class,Medium,DR-12940
IN-2012-14920,2022-11-19,2022-11-23,Standard Class,High,JR-15670
IN-2013-73608,2023-11-04,2023-11-08,Second Class,High,MF-17665
CA-2013-129630,2023-09-05,2023-09-05,Same Day,High,IM-15055
ES-2013-1776729,2023-11-19,2023-11-24,Standard Class,High,EB-13930
MX-2014-116267,2024-12-31,2025-01-03,Second Class,High,EB-13975
CA-2013-103982,2023-03-04,2023-03-09,Standard Class,Medium,AA-10315
IT-2013-5930911,2023-03-19,2023-03-19,Same Day,Critical,MV-17485
ES-2012-2674466,2022-03-21,2022-03-23,Second Class,Critical,JW-15955
IN-2014-54708,2024-05-24,2024-05-29,Second Class,Medium,LA-16780
ES-2013-5085939,2023-06-14,2023-06-16,First Class,Medium,FM-14215
CA-2011-163748,2021-10-14,2021-10-18,Standard Class,High,HG-15025
CA-2014-121559,2024-06-02,2024-06-04,Second Class,High,HW-14935
CA-2014-105214,2024-06-17,2024-06-20,First Class,Medium,TS-21610
MX-2013-109141,2023-12-09,2023-12-11,Second Class,Critical,MC-17575
MX-2013-100223,2023-10-09,2023-10-14,Standard Class,High,MC-17635
IN-2013-59888,2023-10-16,2023-10-18,First Class,High,CR-12625
MO-2011-6660,2021-12-24,2021-12-28,Second Class,Medium,JF-5415
MX-2013-158106,2023-04-16,2023-04-19,First Class,High,AH-10210
US-2012-134558,2022-12-19,2022-12-24,Second Class,High,PM-19135
IN-2011-47596,2021-10-19,2021-10-24,Standard Class,High,PO-19195
IN-2011-25084,2021-03-10,2021-03-12,First Class,Critical,BM-11785
IN-2014-46777,2024-01-25,2024-01-29,Standard Class,Medium,KD-16345
IT-2014-5245370,2024-06-18,2024-06-18,Same Day,High,TS-21610
IN-2011-73160,2021-12-24,2021-12-30,Standard Class,Medium,AR-10510
US-2013-130855,2023-01-08,2023-01-11,Second Class,Critical,PG-18895
MX-2013-147291,2023-01-04,2023-01-10,Standard Class,Medium,LC-17050
ES-2014-5576647,2024-01-31,2024-02-04,Standard Class,High,DJ-13420
ES-2011-1808201,2021-11-04,2021-11-06,Second Class,Critical,HK-14890
CA-2014-102204,2024-05-02,2024-05-07,Standard Class,Medium,CJ-12010
IN-2011-12526,2021-06-22,2021-06-27,Standard Class,High,RR-19315
TZ-2013-3060,2023-09-24,2023-09-24,Same Day,Critical,HH-5010
ES-2012-3032254,2022-08-30,2022-09-02,Second Class,Medium,SH-20635
CA-2014-118724,2024-07-22,2024-07-26,Second Class,High,AR-10825
IN-2012-55625,2022-12-18,2022-12-22,Second Class,High,DV-13465
MO-2013-5590,2023-09-25,2023-10-01,Standard Class,Low,RP-9855
MX-2014-118332,2024-03-24,2024-03-28,Standard Class,High,NF-18385
CA-2014-157854,2024-04-09,2024-04-16,Standard Class,Low,DM-13345
ES-2011-1406120,2021-12-03,2021-12-03,Same Day,Medium,LR-17035
IN-2014-17230,2024-05-28,2024-06-01,Standard Class,High,DR-12940
ES-2014-5714196,2024-06-14,2024-06-17,Second Class,High,AF-10870
CF-2011-2380,2021-11-12,2021-11-16,Standard Class,High,IM-5055
ID-2013-76534,2023-05-31,2023-06-05,Standard Class,High,VG-21805
CA-2014-109085,2024-02-18,2024-02-21,First Class,High,CK-12325
RS-2011-8730,2021-08-17,2021-08-19,First Class,Critical,AS-285
MX-2012-132955,2022-03-06,2022-03-11,Standard Class,High,DK-12985
CA-2012-160227,2022-11-02,2022-11-04,First Class,Medium,ED-13885
ES-2014-1133803,2024-08-06,2024-08-06,Same Day,Medium,RW-19540
IZ-2014-2150,2024-06-18,2024-06-21,First Class,High,EH-4185
IN-2014-43550,2024-12-31,2025-01-01,First Class,High,ML-17395
MX-2012-122329,2022-09-24,2022-09-28,Second Class,Medium,BF-11215
CG-2013-4000,2023-02-18,2023-02-23,Second Class,Medium,MB-7305
US-2014-105998,2024-11-04,2024-11-06,First Class,Medium,CR-12580
US-2012-150630,2022-09-17,2022-09-21,Standard Class,Medium,TB-21520
IN-2014-35766,2024-11-24,2024-11-26,First Class,Medium,KN-16450
IN-2014-17580,2024-09-23,2024-09-29,Standard Class,Medium,HR-14770
ES-2014-5507713,2024-11-04,2024-11-07,First Class,Critical,CK-12760
IN-2014-26120,2024-09-01,2024-09-04,First Class,Medium,PB-19210
US-2011-167262,2021-10-31,2021-11-03,Second Class,Critical,AC-10450
CA-2011-141649,2021-09-30,2021-09-30,Same Day,High,DM-12955
MX-2014-101980,2024-04-17,2024-04-20,Second Class,Medium,AA-10480
AG-2011-8180,2021-02-25,2021-02-25,Same Day,Critical,RO-9780
CA-2014-167395,2024-12-03,2024-12-05,First Class,Critical,KM-16720
IN-2014-85011,2024-09-16,2024-09-20,Second Class,Medium,MR-17545
ES-2013-4779701,2023-07-08,2023-07-11,First Class,Medium,SP-20920
CA-2013-165848,2023-06-05,2023-06-05,Same Day,High,EN-13780
MX-2013-105046,2023-12-31,2024-01-01,First Class,High,AH-10465
